"","Gene_name","Description","log2FC_post-pre","q-value"
"2149","LTA4H","Leukotriene A-4 hydrolase",-0.0593315477533842,0.200726556545812
"2150","SORD","Sorbitol dehydrogenase",-0.0594589147440079,0.388326216866455
"2151","DDX3X","ATP-dependent RNA helicase DDX3X",-0.0595593239463685,0.266265574042359
"2152","GPS1","COP9 signalosome complex subunit 1",-0.0598422105838292,0.199549686708548
"2153","SGCD","Delta-sarcoglycan",-0.0599510277633168,0.274124418342172
"2154","RPL28","60S ribosomal protein L28",-0.0600106243924046,0.377345143602835
"2155","TPI1","Triosephosphate isomerase",-0.0601588933029973,0.350752936123636
"2156","ACO1","Cytoplasmic aconitate hydratase",-0.060164600098048,0.300441871845785
"2157","NUTF2","Nuclear transport factor 2",-0.0601659660737734,0.272967077206537
"2158","AGPS","Alkyldihydroxyacetonephosphate synthase, peroxisomal",-0.0601800225610276,0.435540651393524
"2159","GDE1","Glycerophosphodiester phosphodiesterase 1",-0.0602381707184954,0.400810204544116
"2160","GSTM2","Glutathione S-transferase Mu 2",-0.0602571423100322,0.298269659230218
"2161","NDUFS5","NADH dehydrogenase [ubiquinone] iron-sulfur protein 5",-0.0602615324611087,0.377927630388195
"2162","HSP90AA1","Heat shock protein HSP 90-alpha",-0.0606017033421988,0.255134532425469
"2163","MYL1","Myosin light chain 1/3, skeletal muscle isoform",-0.0610820449319753,0.504447713826936
"2164","TPP2","Tripeptidyl-peptidase 2",-0.0610932521281935,0.169597376682172
"2165","UBE2N","Ubiquitin-conjugating enzyme E2 N",-0.0612306069667969,0.33956494884888
"2166","GBP2","Guanylate-binding protein 2",-0.0612808656406063,0.39449996418438
"2167","SUN1","SUN domain-containing protein 1",-0.0618097145249656,0.307289464924917
"2168","MT-ND3","NADH-ubiquinone oxidoreductase chain 3",-0.061869349333179,0.511308872891476
"2169","SYPL2","Synaptophysin-like protein 2",-0.0619632490422326,0.465424576338896
"2170","PARK7","Parkinson disease protein 7",-0.0619911195624461,0.194544956403934
"2171","PARP1","Poly [ADP-ribose] polymerase 1",-0.0620284668331053,0.240512930974553
"2172","SESN1","Sestrin-1",-0.0621507507575654,0.212506084447784
"2173","SEPHS1","Selenide, water dikinase 1",-0.062166431739044,0.39682727620023
"2174","GSTT1","Glutathione S-transferase theta-1",-0.062327911831332,0.46386284716066
"2175","NAXD","ATP-dependent (S)-NAD(P)H-hydrate dehydratase",-0.0625227680798393,0.268439386380089
"2176","ENSA","Alpha-endosulfine",-0.0626299144892695,0.223685298533614
"2177","NCLN","Nicalin",-0.0626403471069814,0.340281749646644
"2178","RTCA","RNA 3'-terminal phosphate cyclase",-0.0628390121901905,0.229759577279188
"2179","AMPD3","AMP deaminase 3",-0.0629493654771078,0.431815980006129
"2180","CLASP2","CLIP-associating protein 2",-0.063001037727421,0.268612134708479
"2181","PFKFB1","6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 1",-0.063317993305736,0.362692747105238
"2182","AGL","Glycogen debranching enzyme",-0.0634933333395686,0.348705744141423
"2183","YME1L1","ATP-dependent zinc metalloprotease YME1L1",-0.0634985189906985,0.44781850061993
"2184","USO1","General vesicular transport factor p115",-0.0639821610024374,0.106650761061946
"2185","SLC9A3R2","Na(+)/H(+) exchange regulatory cofactor NHE-RF2",-0.0641250250230119,0.423816509195462
"2186","COX6C","Cytochrome c oxidase subunit 6C",-0.0641706581355521,0.504447713826936
"2187","GALM","Galactose mutarotase",-0.0646184751335532,0.264124617267183
"2188","ISCA2","Iron-sulfur cluster assembly 2 homolog, mitochondrial",-0.0648262388973606,0.310047916122655
"2189","GUK1","Guanylate kinase",-0.0649245157822822,0.376621040186641
"2190","POTEKP","Putative beta-actin-like protein 3",-0.0650167980607623,0.490738083870766
"2191","LMLN","Leishmanolysin-like peptidase",-0.0650746367793804,0.399277005535632
"2192","NDUFB3","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3",-0.0652381903066583,0.408867221800596
"2193","DMAC1","Distal membrane-arm assembly complex protein 1",-0.0656308863724835,0.484030366234299
"2194","ATG3","Ubiquitin-like-conjugating enzyme ATG3",-0.0656998212151514,0.415159601784869
"2195","TGFB1I1","Transforming growth factor beta-1-induced transcript 1 protein",-0.0657049309442304,0.394463319577802
"2196","FYCO1","FYVE and coiled-coil domain-containing protein 1",-0.0657839678779961,0.172765670421191
"2197","PFDN2","Prefoldin subunit 2",-0.0657876319932438,0.160160578188034
"2198","VAPB","Vesicle-associated membrane protein-associated protein B/C",-0.0658296303592678,0.111328336886874
"2199","PPP3CB","Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform",-0.0658806452338929,0.422708156658784
"2200","TMEM205","Transmembrane protein 205",-0.0664305208659837,0.388326216866455
"2201","PRDX1","Peroxiredoxin-1",-0.0665498237227808,0.218869451090709
"2202","CAPZB","F-actin-capping protein subunit beta",-0.066562796647947,0.1300406107463
"2203","RAB12","Ras-related protein Rab-12",-0.0667239420565053,0.203304872007428
"2204","DOHH","Deoxyhypusine hydroxylase",-0.0673310943741043,0.340672755641742
"2205","PYGL","Glycogen phosphorylase, liver form",-0.06754281147375,0.415159601784869
"2206","MKNK1","MAP kinase-interacting serine/threonine-protein kinase 1",-0.068323283835559,0.465424576338896
"2207","YTHDF3","YTH domain-containing family protein 3",-0.0686373424659497,0.34066560100598
"2208","OCIAD1","OCIA domain-containing protein 1",-0.0687038893633876,0.307289464924917
"2209","POTEF","POTE ankyrin domain family member F",-0.0691499317641497,0.307289464924917
"2210","PUF60","Poly(U)-binding-splicing factor PUF60",-0.0692538079396847,0.472702635030114
"2211","ADI1","Acireductone dioxygenase",-0.0693547585174912,0.280567090798754
"2212","SMYD5","Histone-lysine N-trimethyltransferase SMYD5",-0.0695815643239897,0.33956494884888
"2213","APOC1","Apolipoprotein C-I",-0.0699411884230425,0.448121100961161
"2214","TNNC2","Troponin C, skeletal muscle",-0.0699420937115391,0.571525665675247
"2215","PRSS3","Trypsin-3",-0.0699481090057681,0.397380312265977
"2216","MAP2K6","Dual specificity mitogen-activated protein kinase kinase 6",-0.0699973154278606,0.157623028490006
"2217","SERPINA7","Thyroxine-binding globulin",-0.0700876109009414,0.39682727620023
"2218","HSPA1A","Heat shock 70 kDa protein 1A",-0.0701445393067708,0.199549686708548
"2219","KARS1","Lysine--tRNA ligase",-0.0701984827777906,0.0844211931956289
"2220","CARM1","Histone-arginine methyltransferase CARM1",-0.0703616386558625,0.196684142764651
"2221","NRAP","Nebulin-related-anchoring protein",-0.0703640011961948,0.444027708790425
"2222","NIF3L1","NIF3-like protein 1",-0.0705936038234292,0.123996435412763
"2223","NUP133","Nuclear pore complex protein Nup133",-0.0706344593148209,0.383015166484697
"2224","SURF1","Surfeit locus protein 1",-0.0708045954814764,0.334863838505304
"2225","TMPO","Lamina-associated polypeptide 2, isoforms beta/gamma",-0.0709889177357361,0.366209702982642
"2226","DAG1","Dystroglycan 1",-0.0711298441339814,0.12704078176061
"2227","MCCC1","Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial",-0.0711523986347782,0.387583975358563
"2228","PREP","Prolyl endopeptidase",-0.0713612197946851,0.25999669257372
"2229","GPC4","Glypican-4",-0.071565181499416,0.449583131734711
"2230","GALT","Galactose-1-phosphate uridylyltransferase",-0.0716491752140538,0.303269207464451
"2231","AGPAT3","1-acyl-sn-glycerol-3-phosphate acyltransferase gamma",-0.0718236386216375,0.368926555997554
"2232","ALG5","Dolichyl-phosphate beta-glucosyltransferase",-0.0719468581900724,0.496695469206302
"2233","ATG4B","Cysteine protease ATG4B",-0.0719656011239245,0.307289464924917
"2234","IKBKB","Inhibitor of nuclear factor kappa-B kinase subunit beta",-0.0720360360794139,0.504747407007721
"2235","NOMO3","Nodal modulator 3",-0.0720373369651561,0.306241060340448
"2236","ARIH1","E3 ubiquitin-protein ligase ARIH1",-0.0721838880467285,0.191797036722139
"2237","PPP3R1","Calcineurin subunit B type 1",-0.072235458300888,0.427184804692069
"2238","ACTA2","Actin, aortic smooth muscle",-0.0722680338105874,0.0454257559490851
"2239","PFKL","ATP-dependent 6-phosphofructokinase, liver type",-0.0724029489946147,0.432889724991139
"2240","DENND10","DENN domain-containing protein 10",-0.0725466273547699,0.449342619754176
"2241","LRRFIP1","Leucine-rich repeat flightless-interacting protein 1",-0.0725937160529195,0.351414145411851
"2242","APOOL","MICOS complex subunit MIC27",-0.0726841394645668,0.280162391043237
"2243","H4C16","Histone H4",-0.0727579191724317,0.210894460020778
"2244","RPL30","60S ribosomal protein L30",-0.0728562912341939,0.212506084447784
"2245","RRAD","GTP-binding protein RAD",-0.0729241579264013,0.456612177732963
"2246","MYL4","Myosin light chain 4",-0.0729812088559747,0.51020585457025
"2247","PYGM","Glycogen phosphorylase, muscle form",-0.0730058252047705,0.402340892917509
"2248","PSPC1","Paraspeckle component 1",-0.0730866104744656,0.382893269205419
"2249","LANCL2","LanC-like protein 2",-0.0732461516986334,0.164276698341331
"2250","PURA","Transcriptional activator protein Pur-alpha",-0.0732719409694305,0.211023315142592
"2251","FLOT1","Flotillin-1",-0.073304786265167,0.340281749646644
"2252","SNRPGP15","Putative small nuclear ribonucleoprotein G-like protein 15",-0.0733974798733676,0.383015166484697
"2253","USP48","Ubiquitin carboxyl-terminal hydrolase 48",-0.0734227096237241,0.52500760704306
"2254","GPX1","Glutathione peroxidase 1",-0.0734517403537431,0.264492649036213
"2255","PRMT5","Protein arginine N-methyltransferase 5",-0.0740923069168122,0.112007282650258
"2256","MAGOH","Protein mago nashi homolog",-0.0743548304741317,0.322036181797148
"2257","CST3","Cystatin-C",-0.0743867210403373,0.428127235176705
"2258","MAP1LC3B2","Microtubule-associated proteins 1A/1B light chain 3 beta 2",-0.0744897081145268,0.348019436787492
"2259","CD59","CD59 glycoprotein",-0.074491207231004,0.133999473367512
"2260","SF3B6","Splicing factor 3B subunit 6",-0.0745763852569947,0.2594425498211
"2261","EMC8","ER membrane protein complex subunit 8",-0.0753994294707709,0.385059575652326
"2262","PDF","Peptide deformylase, mitochondrial",-0.0754921377987543,0.414102461412064
"2263","FHL3","Four and a half LIM domains protein 3",-0.0755248025544155,0.208382804586672
"2264","HARS2","Histidine--tRNA ligase, mitochondrial",-0.075554245494958,0.286480595707947
"2265","LACTB","Serine beta-lactamase-like protein LACTB, mitochondrial",-0.0756430854253853,0.260438305753031
"2266","PCBD1","Pterin-4-alpha-carbinolamine dehydratase",-0.0757376725544709,0.211401829423176
"2267","TMED10","Transmembrane emp24 domain-containing protein 10",-0.0758391871177722,0.122751050728362
"2268","RPL14","60S ribosomal protein L14",-0.0760288081772309,0.286480595707947
"2269","GATM","Glycine amidinotransferase, mitochondrial",-0.0760896648549743,0.433616598886175
"2270","FGG","Fibrinogen gamma chain",-0.0762158915500084,0.366193185648447
"2271","HAGH","Hydroxyacylglutathione hydrolase, mitochondrial",-0.0763056904059489,0.0769602891459273
"2272","GOT1","Aspartate aminotransferase, cytoplasmic",-0.0764838217634818,0.200043158789938
"2273","PIP4K2B","Phosphatidylinositol 5-phosphate 4-kinase type-2 beta",-0.0765551198276881,0.294471811849925
"2274","VPS35L","VPS35 endosomal protein-sorting factor-like",-0.0765928968279006,0.268067405836179
"2275","RAB1B","Ras-related protein Rab-1B",-0.0766126228477795,0.194530543604256
"2276","MYH3","Myosin-3",-0.076691275807601,0.474184660838894
"2277","FGGY","FGGY carbohydrate kinase domain-containing protein",-0.0767292881797204,0.337904357897143
"2278","FDX2","Ferredoxin-2, mitochondrial",-0.0770692801463291,0.515987144258073
"2279","MIF4GD","MIF4G domain-containing protein",-0.0774437259491023,0.338814570179621
"2280","USP19","Ubiquitin carboxyl-terminal hydrolase 19",-0.0777016221793243,0.431825769296531
"2281","ACTL6A","Actin-like protein 6A",-0.0777046918186066,0.293569764468692
"2282","H2BC12","Histone H2B type 1-K",-0.0778986055899136,0.270382819320952
"2283","CNBP","CCHC-type zinc finger nucleic acid binding protein",-0.0779209728182302,0.400972339358752
"2284","GSTM3","Glutathione S-transferase Mu 3",-0.0781397370975156,0.348019436787492
"2285","TLN2","Talin-2",-0.0783107813019921,0.203469149392272
"2286","TACC2","Transforming acidic coiled-coil-containing protein 2",-0.0783137823823363,0.106943422367748
"2287","RABGEF1","Rab5 GDP/GTP exchange factor",-0.0784663222827149,0.233918078493024
"2288","TOM1","Target of Myb1 membrane trafficking protein",-0.0786168985168416,0.243804638901883
"2289","NFIC","Nuclear factor 1 C-type",-0.0786910218461401,0.366632366655084
"2290","DHRS7B","Dehydrogenase/reductase SDR family member 7B",-0.078802540188379,0.284137182951906
"2291","PPP2CA","Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform",-0.0788201714111647,0.448121100961161
"2292","HLA-DPA1","HLA class II histocompatibility antigen, DP alpha 1 chain",-0.0789177236986927,0.422708156658784
"2293","RFC4","Replication factor C subunit 4",-0.0789464111051359,0.383015166484697
"2294","IVD","Isovaleryl-CoA dehydrogenase, mitochondrial",-0.079213726504058,0.307289464924917
"2295","EIF4E","Eukaryotic translation initiation factor 4E",-0.0792947852009362,0.275209108650284
"2296","ENOPH1","Enolase-phosphatase E1",-0.079409625183203,0.156098452423245
"2297","TPM1","Tropomyosin alpha-1 chain",-0.0794891172784311,0.280962456476621
"2298","LAMA2","Laminin subunit alpha-2",-0.0797940712332519,0.212756040480055
"2299","STX4","Syntaxin-4",-0.079997482370926,0.263149393485022
"2300","CYTH1","Cytohesin-1",-0.0800138736159077,0.467994684962679
"2301","PTER","Phosphotriesterase-related protein",-0.0803937851202683,0.464081987247846
"2302","MYH7","Myosin-7",-0.080398770985493,0.558831570482289
"2303","HDLBP","Vigilin",-0.080503377923721,0.33307351762356
"2304","SYNE2","Nesprin-2",-0.0810662415112873,0.114251280137761
"2305","KPNA6","Importin subunit alpha-7",-0.0814279681905958,0.34969133100672
"2306","ATP2A2","Sarcoplasmic/endoplasmic reticulum calcium ATPase 2",-0.0814332192782423,0.561320345761059
"2307","DCTPP1","dCTP pyrophosphatase 1",-0.0814405437844758,0.215871400502547
"2308","GALK1","Galactokinase",-0.0814870263224403,0.305110223271202
"2309","RPLP1","60S acidic ribosomal protein P1",-0.0820155564792646,0.305624400850549
"2310","NRDC","Nardilysin",-0.0821373128659211,0.17233988064021
"2311","PLGRKT","Plasminogen receptor (KT)",-0.0822531342158257,0.410936624990832
"2312","SNX5","Sorting nexin-5",-0.0822990238394183,0.15123712450971
"2313","CD81","CD81 antigen",-0.0826289864120859,0.343457026981422
"2314","LHPP","Phospholysine phosphohistidine inorganic pyrophosphate phosphatase",-0.0827442763383885,0.29271176123556
"2315","ARF6","ADP-ribosylation factor 6",-0.083550021288282,0.292695982695675
"2316","TPM2","Tropomyosin beta chain",-0.0837242939907448,0.0809079045587849
"2317","C4orf54","Uncharacterized protein C4orf54",-0.0838572815926355,0.44781850061993
"2318","FN1","Fibronectin",-0.0840305518610851,0.255681771049475
"2319","SMAD2","Mothers against decapentaplegic homolog 2",-0.0841156807607266,0.388326216866455
"2320","ACTA1","Actin, alpha skeletal muscle",-0.0843801189089355,0.019738199970503
"2321","SYAP1","Synapse-associated protein 1",-0.0844147324300728,0.306951938639238
"2322","L2HGDH","L-2-hydroxyglutarate dehydrogenase, mitochondrial",-0.0846016428049179,0.141024840744386
"2323","CBX1","Chromobox protein homolog 1",-0.0847397453430787,0.371668311949911
"2324","UQCR11","Cytochrome b-c1 complex subunit 10",-0.0848605440522849,0.349810849948763
"2325","NMT1","Glycylpeptide N-tetradecanoyltransferase 1",-0.0849109751268866,0.4285420399251
"2326","SCN1B","Sodium channel subunit beta-1",-0.0851438311502726,0.2358783052226
"2327","CAP2","Adenylyl cyclase-associated protein 2",-0.0856882384083146,0.0541778100195703
"2328","MRPL47","39S ribosomal protein L47, mitochondrial",-0.0857443779026248,0.403048463383731
"2329","ASB14","Ankyrin repeat and SOCS box protein 14",-0.0859997034426669,0.267583032058823
"2330","RPL3L","60S ribosomal protein L3-like",-0.0863960014032727,0.24420748462023
"2331","MAOA","Amine oxidase [flavin-containing] A",-0.0865196400210628,0.428891708108855
"2332","MOCS2","Molybdopterin synthase catalytic subunit",-0.0866517692279842,0.194544956403934
"2333","H2AC8","Histone H2A type 1-B/E",-0.0867870185075663,0.304547661356857
"2334","LSM14A","Protein LSM14 homolog A",-0.0868257999058315,0.413934510289726
"2335","PLOD1","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",-0.0870556442270534,0.26800786377771
"2336","MYL11","Myosin regulatory light chain 11",-0.0870664207722669,0.560645990409117
"2337","SGCG","Gamma-sarcoglycan",-0.0871189935905967,0.090240116971803
"2338","GRB2","Growth factor receptor-bound protein 2",-0.0871796564105356,0.0370443469083006
"2339","HSPH1","Heat shock protein 105 kDa",-0.0872335722677189,0.212756040480055
"2340","COBL","Protein cordon-bleu",-0.0872484834654212,0.505792570390972
"2341","RAB21","Ras-related protein Rab-21",-0.0874167242489836,0.110887793610975
"2342","SPARCL1","SPARC-like protein 1",-0.0874308620758999,0.288462730139694
"2343","MAT2B","Methionine adenosyltransferase 2 subunit beta",-0.087456674061265,0.17235010325177
"2344","SNTB2","Beta-2-syntrophin",-0.0875107991229687,0.357486712993427
"2345","ATP2A1","Sarcoplasmic/endoplasmic reticulum calcium ATPase 1",-0.0875182639277341,0.533145095250035
"2346","SNRPE","Small nuclear ribonucleoprotein E",-0.0877193807456109,0.255418511783912
"2347","TMEM126A","Transmembrane protein 126A",-0.0877741528088762,0.347737803305528
"2348","PFDN6","Prefoldin subunit 6",-0.088090588553948,0.0655876787461556
"2349","FABP3","Fatty acid-binding protein, heart",-0.0884408921448845,0.331907868351941
"2350","F2","Prothrombin",-0.0887763494031368,0.223106975048931
"2351","NUDCD3","NudC domain-containing protein 3",-0.0889711882740283,0.340672755641742
"2352","STYXL2","Serine/threonine/tyrosine-interacting-like protein 2",-0.0889992672823787,0.3055823472821
"2353","COL4A1","Collagen alpha-1(IV) chain",-0.0890661534623902,0.450361844804533
"2354","STAC3","SH3 and cysteine-rich domain-containing protein 3",-0.0892968715813982,0.224000820037619
"2355","GLOD4","Glyoxalase domain-containing protein 4",-0.0894827548773236,0.0518665752208401
"2356","MDH1","Malate dehydrogenase, cytoplasmic",-0.0897695572578598,0.346425237968039
"2357","SOD1","Superoxide dismutase [Cu-Zn]",-0.0897894038725155,0.0621373544001833
"2358","EPN1","Epsin-1",-0.0898010183518618,0.323046863424498
"2359","PPP6R2","Serine/threonine-protein phosphatase 6 regulatory subunit 2",-0.0899870236521476,0.369733191394887
"2360","RIDA","2-iminobutanoate/2-iminopropanoate deaminase",-0.0900181005289333,0.221176138493547
"2361","RPS6KB2","Ribosomal protein S6 kinase beta-2",-0.0900525995012238,0.433672435738287
"2362","MACROH2A1","Core histone macro-H2A.1",-0.0901244082963721,0.0769602891459273
"2363","AASS","Alpha-aminoadipic semialdehyde synthase, mitochondrial",-0.0901478810838228,0.348644476427614
"2364","PRXL2A","Peroxiredoxin-like 2A",-0.0901786653865617,0.379406686506941
"2365","GAPVD1","GTPase-activating protein and VPS9 domain-containing protein 1",-0.0904832361101384,0.446625489138139
"2366","NEB","Nebulin",-0.090626214930623,0.310047916122655
"2367","XPO4","Exportin-4",-0.0911158889712507,0.490937046824157
"2368","SRGAP3","SLIT-ROBO Rho GTPase-activating protein 3",-0.0911234674572814,0.42009681813464
"2369","PUDP","Pseudouridine-5'-phosphatase",-0.0911410560257178,0.303269207464451
"2370","NPTN","Neuroplastin",-0.0912273660779856,0.390169315107472
"2371","ANXA7","Annexin A7",-0.0912691787781128,0.0477425925331588
"2372","MAOB","Amine oxidase [flavin-containing] B",-0.0913943197388996,0.333132783956997
"2373","DCUN1D2","DCN1-like protein 2",-0.0914190100660903,0.193189398017863
"2374","RANBP2","E3 SUMO-protein ligase RanBP2",-0.0914540059604061,0.254007794665519
"2375","CAV2","Caveolin-2",-0.0914926897240012,0.301394636261664
"2376","LUM","Lumican",-0.0916471389113926,0.34718308074631
"2377","GPHN","Gephyrin",-0.0916598961328408,0.25088726614649
"2378","CUL5","Cullin-5",-0.0919885622170629,0.0248785333300736
"2379","TXLNB","Beta-taxilin",-0.0920622049340007,0.129911062704953
"2380","UTRN","Utrophin",-0.0926971839916639,0.328265508078862
"2381","RBP4","Retinol-binding protein 4",-0.0928071223572147,0.303664380028834
"2382","KNG1","Kininogen-1",-0.0932681022817459,0.233805865715558
"2383","JPH1","Junctophilin-1",-0.0938146516040987,0.347285833921654
"2384","MTRR","Methionine synthase reductase",-0.0947065117699584,0.263149393485022
"2385","ACSM5","Acyl-coenzyme A synthetase ACSM5, mitochondrial",-0.0948365797739168,0.39682727620023
"2386","SFXN1","Sideroflexin-1",-0.0954169506364106,0.366632366655084
"2387","ATP6V1B2","V-type proton ATPase subunit B, brain isoform",-0.0957876688544204,0.0844473748697573
"2388","ECI1","Enoyl-CoA delta isomerase 1, mitochondrial",-0.095875801686244,0.28287570227518
"2389","CAVIN2","Caveolae-associated protein 2",-0.0960184371130595,0.23922390032438
"2390","SGCB","Beta-sarcoglycan",-0.0960701853908699,0.129296562039996
"2391","PALMD","Palmdelphin",-0.0966919420794241,0.150030302190474
"2392","COPS7A","COP9 signalosome complex subunit 7a",-0.0968301401725817,0.0619271962820063
"2393","PDLIM7","PDZ and LIM domain protein 7",-0.097283183756069,0.442829597704777
"2394","ANP32E","Acidic leucine-rich nuclear phosphoprotein 32 family member E",-0.0975037446116716,0.146406496688202
"2395","KCMF1","E3 ubiquitin-protein ligase KCMF1",-0.0975660469891881,0.425147629696221
"2396","POLR2B","DNA-directed RNA polymerase II subunit RPB2",-0.0977402510241614,0.340281749646644
"2397","CYFIP1","Cytoplasmic FMR1-interacting protein 1",-0.0977446219692855,0.303269207464451
"2398","CD99L2","CD99 antigen-like protein 2",-0.0980336903212216,0.354228193695903
"2399","ATP6V1F","V-type proton ATPase subunit F",-0.0983149700445853,0.3359787545919
"2400","RDX","Radixin",-0.0983903107566348,0.0395672423628484
"2401","OSBP","Oxysterol-binding protein 1",-0.0984093658999861,0.210894460020778
"2402","ENO1","Alpha-enolase",-0.0984418026515144,0.0466879907841045
"2403","HLA-C","HLA class I histocompatibility antigen, C alpha chain",-0.0984895682260998,0.467994684962679
"2404","CRK","Adapter molecule crk",-0.098633455330198,0.200043158789938
"2405","ATP5MJ","ATP synthase subunit ATP5MJ, mitochondrial",-0.0986500770909338,0.405656887633214
"2406","PCYT2","Ethanolamine-phosphate cytidylyltransferase",-0.0990248935781075,0.136774875307519
"2407","PRDX6","Peroxiredoxin-6",-0.0990301759538106,0.0955123032127077
"2408","NUDC","Nuclear migration protein nudC",-0.0990487239221505,0.107246920515027
"2409","MT-ND1","NADH-ubiquinone oxidoreductase chain 1",-0.0994630113021877,0.366193185648447
"2410","POTEJ","POTE ankyrin domain family member J",-0.0995673111136295,0.405417011179768
"2411","CUTA","Protein CutA",-0.0998117544864474,0.077908120486577
"2412","SEPHS2","Selenide, water dikinase 2",-0.099880706705358,0.305646042133189
"2413","RMND5A","E3 ubiquitin-protein transferase RMND5A",-0.099963007805032,0.362692747105238
"2414","HNRNPAB","Heterogeneous nuclear ribonucleoprotein A/B",-0.100120076715825,0.122877659004206
"2415","PFKFB2","6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2",-0.100483736602644,0.376611009111222
"2416","CFB","Complement factor B",-0.100617088164876,0.264024912493439
"2417","TMOD4","Tropomodulin-4",-0.100672538390693,0.0167831710292838
"2418","IGHV1-18","Immunoglobulin heavy variable 1-18",-0.10067604640223,0.340281749646644
"2419","TPR","Nucleoprotein TPR",-0.10080780030078,0.199549686708548
"2420","VPS37A","Vacuolar protein sorting-associated protein 37A",-0.101261599435977,0.317239299432011
"2421","CKM","Creatine kinase M-type",-0.101369394536768,0.0327875495061775
"2422","NISCH","Nischarin",-0.10148032116993,0.411974885856005
"2423","MAGT1","Magnesium transporter protein 1",-0.101709413476177,0.278397607759605
"2424","NT5C2","Cytosolic purine 5'-nucleotidase",-0.102170541699579,0.42009681813464
"2425","SNRPD3","Small nuclear ribonucleoprotein Sm D3",-0.102259538690983,0.203757014777684
"2426","SQOR","Sulfide:quinone oxidoreductase, mitochondrial",-0.102559076499636,0.341489998635662
"2427","UBE2I","SUMO-conjugating enzyme UBC9",-0.102847796415716,0.134489081645607
"2428","HGH1","Protein HGH1 homolog",-0.103047423574635,0.282088046343352
"2429","MAT2A","S-adenosylmethionine synthase isoform type-2",-0.103230583808401,0.129911062704953
"2430","FN3KRP","Ketosamine-3-kinase",-0.103441141891372,0.307289464924917
"2431","GSTP1","Glutathione S-transferase P",-0.10351895819403,0.0536452620284891
"2432","RBM38","RNA-binding protein 38",-0.103809486895781,0.297065361946027
"2433","TMEM14C","Transmembrane protein 14C",-0.103994913513706,0.310494323906647
"2434","SRCIN1","SRC kinase signaling inhibitor 1",-0.104047550286992,0.405417011179768
"2435","PEX14","Peroxisomal membrane protein PEX14",-0.104131998292322,0.39682727620023
"2436","NAPRT","Nicotinate phosphoribosyltransferase",-0.104199200324373,0.323046863424498
"2437","DHTKD1","2-oxoadipate dehydrogenase complex component E1",-0.104225994166415,0.340176425012836
"2438","MPP1","55 kDa erythrocyte membrane protein",-0.104268616091996,0.172661637773124
"2439","SUN2","SUN domain-containing protein 2",-0.104280137021478,0.0836380272637373
"2440","MRPL49","39S ribosomal protein L49, mitochondrial",-0.104541569371372,0.3291634012354
"2441","HS1BP3","HCLS1-binding protein 3",-0.104893684267246,0.212756040480055
"2442","PCYT1A","Choline-phosphate cytidylyltransferase A",-0.104935482647415,0.0567140154240457
"2443","RIC8A","Synembryn-A",-0.105186191300932,0.204529116038681
"2444","COPG2","Coatomer subunit gamma-2",-0.105271847504813,0.242294477085973
"2445","GCLM","Glutamate--cysteine ligase regulatory subunit",-0.105411686609754,0.0975570827117902
"2446","OXR1","Oxidation resistance protein 1",-0.106002850624064,0.218469684497564
"2447","SART3","Squamous cell carcinoma antigen recognized by T-cells 3",-0.106057071142654,0.383084031531287
"2448","UBQLN2","Ubiquilin-2",-0.106066629947884,0.212756040480055
"2449","SDCBP","Syntenin-1",-0.106126544245981,0.274936931322988
"2450","U2AF2","Splicing factor U2AF 65 kDa subunit",-0.106135069255588,0.284340387321535
"2451","IDH1","Isocitrate dehydrogenase [NADP] cytoplasmic",-0.106460679309116,0.0507441045492849
"2452","PFDN1","Prefoldin subunit 1",-0.107167575784789,0.0259356368023451
"2453","SUGP2","SURP and G-patch domain-containing protein 2",-0.107225338028169,0.315307503499813
"2454","BUB3","Mitotic checkpoint protein BUB3",-0.107298044571264,0.236454668656701
"2455","DHRS7C","Dehydrogenase/reductase SDR family member 7C",-0.107317075372844,0.248144501088033
"2456","TXNRD1","Thioredoxin reductase 1, cytoplasmic",-0.107463800153848,0.00911943330910249
"2457","ASB10","Ankyrin repeat and SOCS box protein 10",-0.107625705803825,0.388631345843326
"2458","HMOX1","Heme oxygenase 1",-0.10778387441332,0.33956494884888
"2459","METTL26","Methyltransferase-like 26",-0.107856454131841,0.210894460020778
"2460","IRGQ","Immunity-related GTPase family Q protein",-0.107956442673954,0.317481239462651
"2461","QDPR","Dihydropteridine reductase",-0.107965669667342,0.218304349962609
"2462","GHITM","Growth hormone-inducible transmembrane protein",-0.108173153752364,0.303269207464451
"2463","RPS27","40S ribosomal protein S27",-0.10818018936682,0.140244147080649
"2464","SNX1","Sorting nexin-1",-0.108345101525506,0.303205022009313
"2465","TNS1","Tensin-1",-0.108408681754183,0.0132042859924428
"2466","HLA-DRA","HLA class II histocompatibility antigen, DR alpha chain",-0.108708104629418,0.261537628398299
"2467","HINT1","Adenosine 5'-monophosphoramidase HINT1",-0.109191800174159,0.129911062704953
